Tags,Name,Formula,T1C1,T1C2,T1C3,T1C4,T1C5,T1C6,T1C7,T1C8,T1WB1,T1WB2,T1WB3,T1WB4,T1WB5,T1WB6,T1WB7,T1WB8,T2C1,T2C2,T2C3,T2C4,T2C5,T2C6,T2C7,T2C8,T2WB1,T2WB2,T2WB3,T2WB4,T2WB5,T2WB6,T2WB7,T2WB8,T3C1,T3C2,T3C3,T3C4,T3C5,T3C6,T3C7,T3C8,T3WB1,T3WB2,T3WB3,T3WB4,T3WB5,T3WB6,T3WB7,T3WB8,T4C1,T4C2,T4C3,T4C4,T4C5,T4C6,T4C7,T4C8,T4WB1,T4WB2,T4WB3,T4WB4,T4WB5,T4WB6,T4WB7,T4WB8
B,SACCHARATE,C6 H10 O8,11921869.54610929,8881250.526229637,11070965.18081025,12969145.215447642,14917920.793047873,14953411.634443106,15297438.815674167,14075219.691014057,13465398.547892282,16762026.509385,11013175.624242777,13909366.6046584,11092437.861622475,15138231.111426067,14231838.247895308,21804799.77875529,10959470.070934277,12093745.55001917,19709609.912782937,11045314.119245013,24722927.74700378,16427257.1265435,19478933.64521552,11339447.9045283,14467821.542725988,11875369.870555216,13665920.886432951,13889579.80431281,16835318.6488007,11108484.182325782,19419265.25354311,17470930.060517084,8234314.109765567,40172070.430306576,20024514.651182767,11368904.26137653,15726383.982528845,30821400.65950565,17309870.058195356,16492955.368812952,24221514.14137479,23126449.460781932,18983541.265804414,19125080.007359855,21943391.795952864,9754074.63056167,44049919.12659475,36988784.39511241,14254898.025313722,19800471.67128141,14857175.2610156,13368431.913495094,20228385.87205019,23542060.837538525,17096736.30917025,16650431.362461006,17653743.74996761,23615781.805341057,21398838.869109694,28267630.773133617,16165084.040288217,12366023.927649504,25536455.47800236,25260850.644686624
B,"Saccharic acid 1,4-lactone",C6 H8 O7,45140957.52217526,34753952.569890715,50866576.832712755,38593275.380137734,42569248.822426125,39426975.42276468,32801406.461664893,41850480.11758245,40232261.03097131,40886004.46374453,26761017.94411416,98277161.83318733,27223702.649038833,40789878.66203175,94808526.04949778,65397919.85872448,61537802.66248719,60324816.26883321,80002407.55589347,15978961.558855308,64825953.58591345,63738047.34735567,60773943.58363116,40585713.195001185,113615239.70198832,158416657.47852498,46004256.28806586,170293603.73814556,142229487.070575,115751128.0805317,165352170.98363397,155632204.14618906,27875953.75174338,189048762.0726832,55547136.365012564,33986229.53790391,28428574.771385763,181629793.7509241,66943401.95365315,158714216.82791194,159241825.6854568,190804814.94991425,81667027.59165192,126237426.63159056,66155465.43108906,46293777.858471684,238366250.08324915,214630467.8108346,118431178.74175246,184546046.53945583,66203146.85316542,36928971.7940804,169471411.21408573,198202140.34687287,54822925.25699081,40160242.79083882,158041331.6336848,253435866.36172086,217776502.19379592,186332906.6631876,179603767.392461,156299909.58210635,193515043.38321304,232022663.36046863
B,Saccharopine,C11 H20 N2 O6,379809.5927489347,1048507.4528010217,2150575.5141958524,433765.7859254625,998434.8866344661,4883528.074455861,7648731.100106516,2584139.4554531523,964696.7425564249,784112.2627332004,560998.2923636233,430829.8355758453,475094.00257569784,2346915.6604262968,509080.175945857,1488662.0890598944,1868878.646392682,1440560.130684904,1542298.9473303116,1742799.4720821225,520574.6056784124,1486366.4047497555,389334.5948705165,655556.6155545727,450829.04803503555,373655.7115591108,349406.1174655314,332986.8953636122,304761.925663174,1393222.1124259143,363934.9296579144,338405.49339647865,452640.65973631653,542042.189606005,925399.7907173779,339221.38669719076,369526.9950182832,411023.2652029247,503143.69006152137,367467.73455960414,375708.18544172886,424308.5930335202,350884.3114511406,352190.68419151474,317010.59808974114,347083.8651144322,365880.20570819755,342415.6905292687,341448.4604933178,394051.63714688126,597920.1651693915,352285.30117171543,465013.3629817562,371239.5687484517,354111.86072661483,389069.95432265574,376972.36539797735,356052.99132262764,353395.21269333555,346211.1584980264,266928.2421856225,461305.69034713344,309910.30018374295,586447.3436928905
A,SALICYLATE,C7 H6 O3,49698578.26782247,80170425.64799635,65946027.99075872,71459384.28582266,74909422.8295292,82641139.46658467,82911219.20943393,151190579.9639032,88495807.53412972,71686358.14148284,112262195.29779612,49306000.04842269,86668509.63218546,75251670.54705244,79965409.75193761,121283814.96956757,100418266.33712383,83214070.45331508,83616315.22464162,84700668.11996643,87047418.21565866,125832028.11268657,160852646.68291244,106955313.66478996,68759469.96796842,99431643.07261343,89217728.06110805,67259715.62863874,64856989.2341757,77379250.89317179,91099191.10732272,103511927.84903386,25293737.352852266,40986124.164989986,21023293.831402488,29559758.25395315,23246824.889833044,32670627.378162805,29893991.3570589,59803206.60872327,37976303.934358634,44966004.66420912,24017563.368634075,18714321.823812217,46449897.18756301,19367940.712673973,45999716.24771826,29870880.009432603,22037139.096429024,22982454.233638152,27139828.206965473,21914832.330303535,19322015.939580653,24897012.314937152,18074963.41608594,28589509.5296055,17399239.36001804,17616449.440644827,13704176.322065406,17222777.485589247,16013075.243646411,21083531.149931837,15675066.374018382,14772432.127316277
A,SERINE,C3 H7 N O3,720335198.9910351,754364136.6359304,757229357.4261094,494055383.98853064,423496686.1218373,379050781.74573946,423925261.5599052,842579509.7995399,536028553.35405076,459603656.6586452,612890967.2836661,358946840.1460923,537672515.9040692,567898623.9616063,565804280.0864016,702501255.3038353,759094138.0739126,358917376.70176136,560374798.9532622,416670546.36997706,538131690.6291394,567248753.1805311,612453679.4230522,480704168.4142223,602985142.0696734,354902052.9537441,381479945.5753692,495762265.11321926,243473208.384381,437174744.1649505,398276579.1770283,476226234.49276364,599590346.18349,697503713.1090263,559851738.7570972,691306901.5471057,627468270.7703987,704852200.4837825,489121219.2831588,539652792.3731194,666146711.9126823,374197555.40220404,363410005.7837246,393036672.33322954,211577989.87678835,757546840.1735591,575030007.9942435,400084804.0025562,577605894.8275492,631724494.1223054,641299887.4578652,575219535.9118854,609463912.2590115,581903881.9650435,367916775.53673214,707771512.1508857,558800277.4589665,577732523.1706775,512279605.51387495,496738235.8956971,338907602.42350173,551990907.5601747,461870084.2234612,441877683.06584173
B,SEROTONIN,C10 H12 N2 O,1738688.6078133655,11468048.022915298,3026575.1128233178,732743.6645221363,1611758.0204376,873968.142813586,1245046.041908103,605287.9897601359,1831439.0884235366,629370.9706540484,3089600.138074819,9115543.501209028,639795.2862691387,3681528.8369578426,13256774.603624674,4809447.335228252,2981726.3298517056,4319217.136790766,1038392.0242968096,518532.5272584946,864845.8627627825,1725715.457468578,2849065.5416807462,526523.7735046978,2255053.6253563073,2954790.0264062732,2740833.293244451,4626306.529552851,31311418.3012485,4237845.103184681,12528213.959716195,5674701.427245386,4362490.782700767,14218972.101961385,1791503.7857784473,11736195.63099369,2907072.680298691,5395693.315347604,2404940.975721035,528521.2593907148,9818767.18301878,11516639.66483438,18728682.463777438,19863425.212750696,520054.18857716396,1484696.580518655,6955409.960781957,7551374.992204205,3769265.2937567085,9356842.815206807,3394026.8795432793,5922075.832976588,6634533.413906339,4303131.999903944,3172801.868959548,1628307.1874501728,4129727.5358133665,3275527.7741342527,8210880.687827719,13334376.682906417,763872.2779842219,11162290.8957539,3209864.1112662917,19441139.761067852
B,Sinapic acid,C11 H12 O5,294153.090075201,643005.4097299017,335624.329126572,281610.68517921946,766406.8643553983,506083.81757600553,518059.39279449725,559731.4982031299,348282.0710365099,399217.6808181617,519367.1824270389,243165.30827963384,466081.79075827217,622856.9539000909,356160.2576453141,460397.4338823111,334440.6729708338,461499.33088374435,228780.3350984905,236752.9333838098,581870.6995823443,705273.7275422132,537109.1298921622,206342.10006823068,201023.08473733216,226682.09969493456,272646.6358001069,368973.87631264405,163418.133220506,381949.50366079155,235529.7845784555,199431.42496230584,232135.62453911462,1653468.3524036326,2084557.6439708907,1308153.763326362,1303744.5629569148,2176348.72033455,1507698.527103477,371935.5738060948,1223646.1706369887,992287.4692316357,2228599.861008642,2604714.349879791,724830.3339799653,1134382.1603628246,1602234.2023294638,886883.6048563869,954183.6588830345,1046157.4339658688,2737073.1838642647,2163150.301392522,662469.3654819739,1577339.0362261941,729420.7832099838,820866.475467652,835293.6942614724,797391.8035575171,1545654.0875430508,1980704.6423888258,706127.6482959875,523783.3108944158,923132.3065049059,781205.5508658648
D,Sorbose,C6 H12 O6,226414766.2185718,270567034.25845635,277014332.467697,233380365.35332093,330329022.2462603,295926538.5399706,310640513.1458198,440701087.226509,267439454.7951683,289607422.47484636,344396767.9721279,232813503.1398921,279261165.47495484,258145510.1852868,277442186.6817486,409225065.9370885,249433813.6315835,248325672.1577977,264921410.09058356,256084241.4053114,270057589.06807214,286179110.2564957,264286565.49809706,225200239.3593724,171672670.25176305,216623609.51990527,261965382.57961205,216731961.37032172,176271580.37674,157076269.3618605,232703319.197506,221919099.1332036,286707031.10301125,335934506.57073766,271333113.01865077,330641894.5921337,380748218.13716733,435891746.891029,318867260.0714093,323531818.3791467,231402559.66089016,234857559.40275127,318954855.46492904,301809072.92809016,247129337.92088026,308088633.4131044,342726545.920781,242098152.44747183,281320548.5360451,265808951.74471125,245923101.1055389,316223143.48139346,266503561.49608994,306806909.58567387,288092788.3745768,372474106.63124967,234406271.67530832,244610233.63172925,296876776.68535215,256638939.41238958,183517756.2852571,225169569.68007395,226114058.654038,236207227.5514331
A,STACHYOSE,C24 H42 O21,11233572.22952626,13326589.945833921,14125219.064312544,11450285.64321302,15136905.357959557,13138938.88654003,46918264.30039351,22333962.01200834,13285728.453546798,16208411.098220037,16665127.801880853,10334276.896513619,9233991.070052683,11712437.86018362,13076188.357652374,16256674.017282816,10634171.341547472,9455558.215899063,11009443.89009682,8696598.592621638,8489705.006378025,11136937.4304472,9878641.818200825,7904402.53863547,4398037.437915459,9058376.077520687,9340139.870769607,7890515.053531025,5784072.30362579,6128553.085287261,9048824.537722252,8151949.8022843795,5529982.001762414,5593367.752068885,6997439.3236879865,6365717.841438315,4205921.222930723,9032817.59465848,5397169.558569831,7609056.695239375,3199460.128151248,1516481.839558961,6789330.881815097,5839838.751073235,4719837.549171835,6669897.4312006235,5662980.852798985,6068358.804229014,3341090.9059721944,5019486.192464317,6656649.30233667,9295254.083790867,2919202.196693715,5716542.849928766,2306410.737885381,1407946.439147724,4066046.444982043,6336508.349998784,6523522.452770876,6419170.301214808,3156350.6680405852,3781505.1005462995,4411940.087266826,4420421.025106015
C,Suberic acid,C8 H14 O4,8332984.088735493,19281620.85343751,1521251.6142746175,10957797.44590033,23459585.547824122,1556753.0108515979,13541121.027734967,1799867.680029874,11614067.526573416,11394674.798846537,1769688.95841832,1463419.5466539213,1688177.2538225912,1564461.9200130675,11488892.975605778,14985058.706511749,10767525.432061533,15751018.572843345,9806923.404961443,10144007.676059892,1476698.3337032902,1523043.9132557872,1745536.3387468373,7461902.190415149,8708198.547579924,1354135.9335040867,9571744.29683974,9314311.30638528,9644157.65208369,1168974.9336997853,11199528.900278322,8558859.78655993,8683367.510911522,9775370.086733622,8540345.004860383,10031126.250271613,1537861.9092519667,13695029.69141941,10082528.117042203,7664245.223894499,1392003.262711165,8329295.59353891,8984624.011960126,1443200.4423124497,1512587.7516010546,1427285.73700664,9985167.894811317,8422812.639722,1609049.638744393,1775737.2078506406,11472272.082068214,1462743.641866207,9561233.465825783,1490399.9787118055,1483441.187226658,10642291.177997014,7735057.012812325,8771415.511981213,1380627.7770472604,8870851.765335508,7300740.354855703,1313695.1762350125,1223953.2264895805,9718336.374172516
A,SUCCINATE,C4 H6 O4,507884839.1358146,444177570.7052985,462915129.2997895,519687529.7513488,620577200.865104,657084229.45938,865750374.6094863,610010826.3119637,609000959.5724988,602302959.8735663,568163955.5163033,582232833.2074819,601516782.7613802,354697462.85721564,354988028.31642926,532620351.1162613,424794877.452773,236855672.06081986,436740952.8754118,489182574.47034335,301808045.652887,601021094.0238913,378216436.88154227,371512055.1614921,267991936.77763125,204502655.20921955,267602939.93747425,236340188.9857931,313380204.081012,225867182.13519335,317895935.581661,290930313.6070371,276589758.8251258,295278099.5993968,432419194.8951459,373454749.900282,253465456.03398296,414406878.9057833,387639377.4801362,398002189.79456276,279906905.190003,252467341.91532987,295206311.70100236,278735565.274763,263651707.49725786,249699266.4192185,264907326.92687857,217318900.88626438,328815589.38676584,259860041.30429488,847990268.137098,389938605.6826392,270079876.59784997,282109750.073895,377465286.3389427,314253728.2992951,287618439.3619302,217605232.63424623,440648939.0440911,256000118.78688192,179492384.43269598,284115277.36519396,640894137.5964465,352737211.6484518
A,Sucrose,C12 H22 O11,54041386.80074474,54977631.89895577,54728819.317025475,41382755.033210926,64822842.85877954,69352262.62495919,47503514.09899231,71294539.68151404,58044426.92339896,46101893.23899474,83132102.6508523,30373725.36626394,86809508.42926647,38060934.120401174,43086135.52238378,43207966.091451146,26094366.003239416,35546327.01743468,29416142.091405272,27463990.04474645,23434520.125815418,34302552.56406192,35167424.16985207,24006127.43219118,22779247.7609176,27766954.935812116,24408016.56262423,24525816.747206032,19003087.7897267,27013996.401395094,29481106.612266146,24017081.316977855,25702835.167734433,19424539.830608528,26321353.58757614,31002635.812332436,24810282.17856765,32589736.81017306,27301880.237631146,29405727.47920735,20155826.621339023,20927971.133025203,28105586.616587773,38493293.230766855,42831591.11691999,29827231.20177596,23844162.287823163,18579971.810535576,13062171.25461708,26123978.015829265,27898056.198939968,32361567.552226122,11301212.607451752,25705971.026358318,25612403.804847676,8657054.981571188,19043484.64179943,23174638.523976125,20195866.800529733,29666120.358577315,19892863.03761382,14971875.414805964,11847252.147798127,20248169.53440948
A,Tartrate,C4 H6 O6,5236037.815125642,8470801.114424454,6933804.851931581,3511805.359498968,8457640.443897478,8522679.098153148,5427509.4362688195,11856668.556768442,4797354.786331938,7992268.290804856,7254513.683789652,3703248.333781595,11032089.81192943,6465155.07610684,6697483.042866517,8490594.319706434,3953300.3240886927,3088556.804807255,5305398.471931072,3203599.4708875045,5465112.3234424945,9697123.26390466,7697855.592222729,3921796.7645532535,4700599.659006216,2410194.2340116687,4538015.958373707,6171746.856435456,5338269.38659268,2327315.9220966483,5837085.8619719185,3075369.096199362,2290482.135338464,7247832.725608851,5156396.482738486,5091269.847420774,4390875.3025140185,5316813.054282122,4613845.208735557,2899747.9549855124,6056304.372990646,3230420.7255390338,3667159.4533096612,3995407.7985447003,3269426.49383946,2140182.173992837,5726911.231368614,4380159.918671824,2683498.389305669,4609298.767957558,3974999.3823794574,3747427.4500251915,3685100.6320869247,2373532.997804636,5804824.471800505,5103998.285561711,2702437.697828506,3120386.7888325425,1589787.8488144288,3617282.2629579627,3295956.5189463017,2250644.0759213013,3673595.687538951,3767253.629791213
